Uniprot_AC,AFDB_Status,AFDB_pLDDT
A0A524DKQ9,Found (pLDDT missing),
A0A524DKT3,Found (pLDDT missing),
A0A524DKP3,Found (pLDDT missing),
A0A524DKQ8,Found (pLDDT missing),
A0A524DKR2,Found (pLDDT missing),
A0A524DKP1,Found (pLDDT missing),
A0A524DKT1,Found (pLDDT missing),
A0A524DKR3,Found (pLDDT missing),
A0A524DKR7,Found (pLDDT missing),
A0A524DKU3,Found (pLDDT missing),
A0A524DKQ1,Found (pLDDT missing),
A0A524DKR9,Found (pLDDT missing),
A0A524DKR6,Found (pLDDT missing),
A0A524DKS0,Found (pLDDT missing),
A0A524DKP4,Found (pLDDT missing),
A0A524DKT4,Found (pLDDT missing),
A0A524DKY5,Found (pLDDT missing),
A0A524DKS3,Found (pLDDT missing),
A0A524DKS7,Found (pLDDT missing),
A0A524DKV3,Found (pLDDT missing),
A0A524DKR1,Found (pLDDT missing),
A0A524DKS6,Found (pLDDT missing),
A0A524DKS5,Found (pLDDT missing),
A0A524DKS9,Found (pLDDT missing),
A0A524DKQ4,Found (pLDDT missing),
A0A524DKU6,Found (pLDDT missing),
A0A524DKZ5,Found (pLDDT missing),
A0A524DKT0,Found (pLDDT missing),
A0A524DKT6,Found (pLDDT missing),
A0A524DKS2,Found (pLDDT missing),
A0A524DKT5,Found (pLDDT missing),
A0A524DKT9,Found (pLDDT missing),
A0A524DKT8,Found (pLDDT missing),
A0A524DKR4,Found (pLDDT missing),
A0A524DKV4,Found (pLDDT missing),
A0A524DL05,Found (pLDDT missing),
A0A524DKU9,Found (pLDDT missing),
A0A524DKX1,Found (pLDDT missing),
A0A524DKT2,Found (pLDDT missing),
A0A524DKU7,Found (pLDDT missing),
A0A524DKU5,Found (pLDDT missing),
A0A524DKU8,Found (pLDDT missing),
A0A524DKS4,Found (pLDDT missing),
A0A524DKV9,Found (pLDDT missing),
A0A524DKV2,Found (pLDDT missing),
A0A524DKW2,Found (pLDDT missing),
A0A524DKY0,Found (pLDDT missing),
A0A524DKU0,Found (pLDDT missing),
A0A524DKV6,Found (pLDDT missing),
A0A524DKV0,Found (pLDDT missing),
A0A524DKV5,Found (pLDDT missing),
A0A524DKU2,Found (pLDDT missing),
A0A524DKX2,Found (pLDDT missing),
A0A524DL21,Found (pLDDT missing),
A0A524DKW5,Found (pLDDT missing),
A0A524DKZ1,Found (pLDDT missing),
A0A524DKV7,Found (pLDDT missing),
A0A524DKW1,Found (pLDDT missing),
A0A524DKW3,Found (pLDDT missing),
A0A524DKW8,Found (pLDDT missing),
A0A524DKV1,Found (pLDDT missing),
A0A524DKY1,Found (pLDDT missing),
A0A524DL34,Found (pLDDT missing),
A0A524DKX3,Found (pLDDT missing),
A0A524DKY7,Found (pLDDT missing),
A0A524DKZ6,Found (pLDDT missing),
A0A524DKW7,Found (pLDDT missing),
A0A524DKX5,Found (pLDDT missing),
A0A524DKW9,Found (pLDDT missing),
A0A524DKX7,Found (pLDDT missing),
A0A524DKW0,Found (pLDDT missing),
A0A524DKY8,Found (pLDDT missing),
A0A524DL42,Found (pLDDT missing),
A0A524DKX8,Found (pLDDT missing),
A0A524DKZ8,Found (pLDDT missing),
A0A524DL01,Found (pLDDT missing),
A0A524DKX9,Found (pLDDT missing),
A0A524DKY2,Found (pLDDT missing),
A0A524DKY3,Found (pLDDT missing),
A0A524DKY6,Found (pLDDT missing),
A0A524DKX4,Found (pLDDT missing),
A0A524DL52,Found (pLDDT missing),
A0A524DKZ0,Found (pLDDT missing),
A0A524DL06,Found (pLDDT missing),
A0A524DL11,Found (pLDDT missing),
A0A524DKY9,Found (pLDDT missing),
A0A524DKZ9,Found (pLDDT missing),
A0A524DL09,Found (pLDDT missing),
A0A524DKY4,Found (pLDDT missing),
A0A524DL08,Found (pLDDT missing),
A0A524DL64,Found (pLDDT missing),
A0A524DKZ7,Found (pLDDT missing),
A0A524DL13,Found (pLDDT missing),
A0A524DL17,Found (pLDDT missing),
A0A524DKZ4,Found (pLDDT missing),
A0A524DL02,Found (pLDDT missing),
A0A524DL18,Found (pLDDT missing),
A0A524DKZ3,Found (pLDDT missing),
A0A524DL16,Found (pLDDT missing),
A0A524DL73,Found (pLDDT missing),
A0A524DL03,Found (pLDDT missing),
A0A524DL20,Found (pLDDT missing),
A0A524DL24,Found (pLDDT missing),
A0A524DL07,Found (pLDDT missing),
A0A524DL12,Found (pLDDT missing),
A0A524DL27,Found (pLDDT missing),
A0A524DL15,Found (pLDDT missing),
A0A524DL04,Found (pLDDT missing),
A0A524DL22,Found (pLDDT missing),
A0A524DL80,Found (pLDDT missing),
A0A524DL19,Found (pLDDT missing),
A0A524DL31,Found (pLDDT missing),
A0A524DL25,Found (pLDDT missing),
A0A524DL23,Found (pLDDT missing),
A0A524DL38,Found (pLDDT missing),
A0A524DL26,Found (pLDDT missing),
A0A524DL32,Found (pLDDT missing),
A0A524DL35,Found (pLDDT missing),
A0A524DL87,Found (pLDDT missing),
A0A524DL30,Found (pLDDT missing),
A0A524DL37,Found (pLDDT missing),
A0A524DL40,Found (pLDDT missing),
A0A524DL33,Found (pLDDT missing),
A0A524DL28,Found (pLDDT missing),
A0A524DL48,Found (pLDDT missing),
A0A524DL36,Found (pLDDT missing),
A0A524DL43,Found (pLDDT missing),
A0A524DL44,Found (pLDDT missing),
A0A524DL94,Found (pLDDT missing),
A0A524DL41,Found (pLDDT missing),
A0A524DL47,Found (pLDDT missing),
A0A524DL49,Found (pLDDT missing),
A0A524DL46,Found (pLDDT missing),
A0A524DL39,Found (pLDDT missing),
A0A524DL59,Found (pLDDT missing),
A0A524DL51,Found (pLDDT missing),
A0A524DL50,Found (pLDDT missing),
A0A524DL54,Found (pLDDT missing),
A0A524DLA4,Found (pLDDT missing),
A0A524DL58,Found (pLDDT missing),
A0A524DL56,Found (pLDDT missing),
A0A524DL57,Found (pLDDT missing),
A0A524DL45,Found (pLDDT missing),
A0A524DL63,Found (pLDDT missing),
A0A524DL60,Found (pLDDT missing),
A0A524DL62,Found (pLDDT missing),
A0A524DLB1,Found (pLDDT missing),
A0A524DL61,Found (pLDDT missing),
A0A524DL69,Found (pLDDT missing),
A0A524DL65,Found (pLDDT missing),
A0A524DL85,Found (pLDDT missing),
A0A524DL55,Found (pLDDT missing),
A0A524DL71,Found (pLDDT missing),
A0A524DL68,Found (pLDDT missing),
A0A524DL72,Found (pLDDT missing),
A0A524DLB9,Found (pLDDT missing),
A0A524DL67,Found (pLDDT missing),
A0A524DL76,Found (pLDDT missing),
A0A524DL90,Found (pLDDT missing),
A0A524DL95,Found (pLDDT missing),
A0A524DL70,Found (pLDDT missing),
A0A524DL82,Found (pLDDT missing),
A0A524DL83,Found (pLDDT missing),
A0A524DL79,Found (pLDDT missing),
A0A524DL78,Found (pLDDT missing),
A0A524DLD4,Found (pLDDT missing),
A0A524DL75,Found (pLDDT missing),
A0A524DL98,Found (pLDDT missing),
A0A524DLA2,Found (pLDDT missing),
A0A524DL77,Found (pLDDT missing),
A0A524DL89,Found (pLDDT missing),
A0A524DL96,Found (pLDDT missing),
A0A524DL92,Found (pLDDT missing),
A0A524DL91,Found (pLDDT missing),
A0A524DLE3,Found (pLDDT missing),
A0A524DL88,Found (pLDDT missing),
A0A524DL86,Found (pLDDT missing),
A0A524DLB0,Found (pLDDT missing),
A0A524DLC3,Found (pLDDT missing),
A0A524DL84,Found (pLDDT missing),
A0A524DL97,Found (pLDDT missing),
A0A524DLA5,Found (pLDDT missing),
A0A524DL99,Found (pLDDT missing),
A0A524DLA1,Found (pLDDT missing),
A0A524DLE8,Found (pLDDT missing),
A0A524DLA6,Found (pLDDT missing),
A0A524DLA7,Found (pLDDT missing),
A0A524DLC2,Found (pLDDT missing),
A0A524DLD0,Found (pLDDT missing),
A0A524DL93,Found (pLDDT missing),
A0A524DLA3,Found (pLDDT missing),
A0A524DLB4,Found (pLDDT missing),
A0A524DLA8,Found (pLDDT missing),
A0A524DLF4,Found (pLDDT missing),
A0A524DLB5,Found (pLDDT missing),
A0A524DLB8,Found (pLDDT missing),
A0A524DLC9,Found (pLDDT missing),
A0A524DLD8,Found (pLDDT missing),
A0A524DLA0,Found (pLDDT missing),
A0A524DLB3,Found (pLDDT missing),
A0A524DLC5,Found (pLDDT missing),
A0A524DLB7,Found (pLDDT missing),
A0A524DLB6,Found (pLDDT missing),
A0A524DLG2,Found (pLDDT missing),
A0A524DLD1,Found (pLDDT missing),
A0A524DLD7,Found (pLDDT missing),
A0A524DLE5,Found (pLDDT missing),
A0A524DLB2,Found (pLDDT missing),
A0A524F953,Found (pLDDT missing),
A0A524DLC8,Found (pLDDT missing),
A0A524DLD2,Found (pLDDT missing),
A0A524DLD3,Found (pLDDT missing),
A0A524DLH9,Found (pLDDT missing),
A0A524DLF6,Found (pLDDT missing),
A0A524DLE4,Found (pLDDT missing),
A0A524DLF0,Found (pLDDT missing),
A0A524DLC6,Found (pLDDT missing),
A0A524DLD9,Found (pLDDT missing),
A0A524DLE1,Found (pLDDT missing),
A0A524DLE2,Found (pLDDT missing),
A0A524DLI5,Found (pLDDT missing),
A0A524DLE0,Found (pLDDT missing),
A0A524DLF3,Found (pLDDT missing),
A0A524DLG1,Found (pLDDT missing),
A0A524DLD5,Found (pLDDT missing),
A0A524DLD6,Found (pLDDT missing),
A0A524DLE6,Found (pLDDT missing),
A0A524DLF2,Found (pLDDT missing),
A0A524DLF5,Found (pLDDT missing),
A0A524DLJ1,Found (pLDDT missing),
A0A524DLE7,Found (pLDDT missing),
A0A524DLH5,Found (pLDDT missing),
A0A524DLG3,Found (pLDDT missing),
A0A524DLG8,Found (pLDDT missing),
A0A524DLE9,Found (pLDDT missing),
A0A524DLF7,Found (pLDDT missing),
A0A524DLF9,Found (pLDDT missing),
A0A524DLG9,Found (pLDDT missing),
A0A524DLG4,Found (pLDDT missing),
A0A524DLK3,Found (pLDDT missing),
A0A524DLF1,Found (pLDDT missing),
A0A524DLI8,Found (pLDDT missing),
A0A524DLH0,Found (pLDDT missing),
A0A524DLI0,Found (pLDDT missing),
A0A524DLI1,Found (pLDDT missing),
A0A524DLG5,Found (pLDDT missing),
A0A524DLH6,Found (pLDDT missing),
A0A524FEA3,Found (pLDDT missing),
A0A524DLL3,Found (pLDDT missing),
A0A524DLG0,Found (pLDDT missing),
A0A524DLJ5,Found (pLDDT missing),
A0A524DLH7,Found (pLDDT missing),
A0A524DLG7,Found (pLDDT missing),
A0A524DLJ0,Found (pLDDT missing),
A0A524DLH2,Found (pLDDT missing),
A0A524DLI7,Found (pLDDT missing),
A0A524DLH8,Found (pLDDT missing),
A0A524DLM8,Found (pLDDT missing),
A0A524DLH1,Found (pLDDT missing),
A0A524DLJ4,Found (pLDDT missing),
A0A524DLH3,Found (pLDDT missing),
A0A524FE38,Found (pLDDT missing),
A0A524FDZ4,Found (pLDDT missing),
A0A524DLI2,Found (pLDDT missing),
A0A524DLL7,Found (pLDDT missing),
A0A524DLK1,Found (pLDDT missing),
A0A524DLK4,Found (pLDDT missing),
A0A524DLJ3,Found (pLDDT missing),
A0A524DLL8,Found (pLDDT missing),
A0A524DLI6,Found (pLDDT missing),
A0A524DLK0,Found (pLDDT missing),
A0A524DLJ7,Found (pLDDT missing),
A0A524DLQ0,Found (pLDDT missing),
A0A524DLJ9,Found (pLDDT missing),
A0A524DLM3,Found (pLDDT missing),
A0A524DLK6,Found (pLDDT missing),
A0A524DLK7,Found (pLDDT missing),
A0A524DLK2,Found (pLDDT missing),
A0A524DLM6,Found (pLDDT missing),
A0A524DLJ6,Found (pLDDT missing),
A0A524DLK5,Found (pLDDT missing),
A0A524DLL4,Found (pLDDT missing),
A0A524DLQ9,Found (pLDDT missing),
A0A524DLL2,Found (pLDDT missing),
A0A524DLM9,Found (pLDDT missing),
A0A524DLM4,Found (pLDDT missing),
A0A524DLL6,Found (pLDDT missing),
A0A524DLL5,Found (pLDDT missing),
A0A524DLN2,Found (pLDDT missing),
A0A524DLL1,Found (pLDDT missing),
A0A524DLK9,Found (pLDDT missing),
A0A524DLM2,Found (pLDDT missing),
A0A524DLR9,Found (pLDDT missing),
A0A524DLL9,Found (pLDDT missing),
A0A524DLN5,Found (pLDDT missing),
A0A524DLM0,Found (pLDDT missing),
A0A524DLM7,Found (pLDDT missing),
A0A524DLP2,Found (pLDDT missing),
A0A524DLM1,Found (pLDDT missing),
A0A524DLN3,Found (pLDDT missing),
A0A524DLM5,Found (pLDDT missing),
A0A524DLT0,Found (pLDDT missing),
A0A524DLN8,Found (pLDDT missing),
A0A524DLP6,Found (pLDDT missing),
A0A524DLP1,Found (pLDDT missing),
A0A524DLP0,Found (pLDDT missing),
A0A524DLN6,Found (pLDDT missing),
A0A524DLQ4,Found (pLDDT missing),
A0A524DLN4,Found (pLDDT missing),
A0A524DLN7,Found (pLDDT missing),
A0A524DLP8,Found (pLDDT missing),
A0A524DLQ5,Found (pLDDT missing),
A0A524DLQ2,Found (pLDDT missing),
A0A524DLP9,Found (pLDDT missing),
A0A524DLP7,Found (pLDDT missing),
A0A524DLR4,Found (pLDDT missing),
A0A524DLP3,Found (pLDDT missing),
A0A524DLP5,Found (pLDDT missing),
A0A524DLP4,Found (pLDDT missing),
A0A524DLU8,Found (pLDDT missing),
A0A524DLR7,Found (pLDDT missing),
A0A524DLR1,Found (pLDDT missing),
A0A524DLQ8,Found (pLDDT missing),
A0A524DLQ6,Found (pLDDT missing),
A0A524DLS3,Found (pLDDT missing),
A0A524DLQ1,Found (pLDDT missing),
A0A524DLQ7,Found (pLDDT missing),
A0A524DLQ3,Found (pLDDT missing),
A0A524DLV4,Found (pLDDT missing),
A0A524DLS0,Found (pLDDT missing),
A0A524DLS2,Found (pLDDT missing),
A0A524DLS1,Found (pLDDT missing),
A0A524DLR8,Found (pLDDT missing),
A0A524DLR5,Found (pLDDT missing),
A0A524DLT3,Found (pLDDT missing),
A0A524DLR3,Found (pLDDT missing),
A0A524DLR2,Found (pLDDT missing),
A0A524DLR6,Found (pLDDT missing),
A0A524DLW8,Found (pLDDT missing),
A0A524DLT2,Found (pLDDT missing),
A0A524DLT1,Found (pLDDT missing),
A0A524DLS9,Found (pLDDT missing),
A0A524DLS7,Found (pLDDT missing),
A0A524DLS5,Found (pLDDT missing),
A0A524DLU7,Found (pLDDT missing),
A0A524DLS8,Found (pLDDT missing),
A0A524DLS6,Found (pLDDT missing),
A0A524FFX1,Found (pLDDT missing),
A0A524DLU2,Found (pLDDT missing),
A0A524DLT9,Found (pLDDT missing),
A0A524DLU0,Found (pLDDT missing),
A0A524DLT8,Found (pLDDT missing),
A0A524DLT7,Found (pLDDT missing),
A0A524DLV9,Found (pLDDT missing),
A0A524DLT4,Found (pLDDT missing),
A0A524DLT5,Found (pLDDT missing),
A0A524DLT6,Found (pLDDT missing),
A0A524DLY7,Found (pLDDT missing),
A0A524DLU9,Found (pLDDT missing),
A0A524DLV1,Found (pLDDT missing),
A0A524DLV0,Found (pLDDT missing),
A0A524DLU3,Found (pLDDT missing),
A0A524DLW9,Found (pLDDT missing),
A0A524DLU6,Found (pLDDT missing),
A0A524DLU5,Found (pLDDT missing),
A0A524DLZ5,Found (pLDDT missing),
A0A524DLW0,Found (pLDDT missing),
A0A524DLV5,Found (pLDDT missing),
A0A524DLV3,Found (pLDDT missing),
A0A524DLX6,Found (pLDDT missing),
A0A524DLW1,Found (pLDDT missing),
A0A524DLV7,Found (pLDDT missing),
A0A524DM05,Found (pLDDT missing),
A0A524DLX0,Found (pLDDT missing),
A0A524DLW4,Found (pLDDT missing),
A0A524DLX2,Found (pLDDT missing),
A0A524DLW6,Found (pLDDT missing),
A0A524DLY5,Found (pLDDT missing),
A0A524DLX1,Found (pLDDT missing),
A0A524DLW7,Found (pLDDT missing),
A0A524DLW3,Found (pLDDT missing),
A0A524DM15,Found (pLDDT missing),
A0A524DLX8,Found (pLDDT missing),
A0A524DLX7,Found (pLDDT missing),
A0A524DLX9,Found (pLDDT missing),
A0A524DLY1,Found (pLDDT missing),
A0A524DLY2,Found (pLDDT missing),
A0A524DLY0,Found (pLDDT missing),
A0A524DM21,Found (pLDDT missing),
A0A524DLY8,Found (pLDDT missing),
A0A524DLY4,Found (pLDDT missing),
A0A524DLZ2,Found (pLDDT missing),
A0A524DLY6,Found (pLDDT missing),
A0A524DLY3,Found (pLDDT missing),
A0A524DM03,Found (pLDDT missing),
A0A524DLZ1,Found (pLDDT missing),
A0A524DLZ3,Found (pLDDT missing),
A0A524DLY9,Found (pLDDT missing),
A0A524DM24,Found (pLDDT missing),
A0A524DLZ9,Found (pLDDT missing),
A0A524DLZ4,Found (pLDDT missing),
A0A524DM04,Found (pLDDT missing),
A0A524DLZ8,Found (pLDDT missing),
A0A524DLZ6,Found (pLDDT missing),
A0A524DM11,Found (pLDDT missing),
A0A524DM01,Found (pLDDT missing),
A0A524DM00,Found (pLDDT missing),
A0A524DLZ7,Found (pLDDT missing),
A0A524DM40,Found (pLDDT missing),
A0A524DM08,Found (pLDDT missing),
A0A524DM02,Found (pLDDT missing),
A0A524DM14,Found (pLDDT missing),
A0A524DM09,Found (pLDDT missing),
A0A524DM06,Found (pLDDT missing),
A0A524DM18,Found (pLDDT missing),
A0A524DM07,Found (pLDDT missing),
A0A524DM13,Found (pLDDT missing),
A0A524DM50,Found (pLDDT missing),
A0A524DM23,Found (pLDDT missing),
A0A524DM12,Found (pLDDT missing),
A0A524DM19,Found (pLDDT missing),
A0A524DM16,Found (pLDDT missing),
A0A524DM20,Found (pLDDT missing),
A0A524DM28,Found (pLDDT missing),
A0A524DM27,Found (pLDDT missing),
A0A524DM17,Found (pLDDT missing),
A0A524DM26,Found (pLDDT missing),
A0A524DM66,Found (pLDDT missing),
A0A524DM36,Found (pLDDT missing),
A0A524DM25,Found (pLDDT missing),
A0A524DM29,Found (pLDDT missing),
A0A524DM32,Found (pLDDT missing),
A0A524DM38,Found (pLDDT missing),
A0A524DM43,Found (pLDDT missing),
A0A524DM22,Found (pLDDT missing),
A0A524DM33,Found (pLDDT missing),
A0A524DM77,Found (pLDDT missing),
A0A524DM30,Found (pLDDT missing),
A0A524DM39,Found (pLDDT missing),
A0A524DM35,Found (pLDDT missing),
A0A524DM37,Found (pLDDT missing),
A0A524DM47,Found (pLDDT missing),
A0A524DM52,Found (pLDDT missing),
A0A524DM34,Found (pLDDT missing),
A0A524DM41,Found (pLDDT missing),
A0A524DM84,Found (pLDDT missing),
A0A524DM53,Found (pLDDT missing),
A0A524DM42,Found (pLDDT missing),
A0A524DM48,Found (pLDDT missing),
A0A524DM44,Found (pLDDT missing),
A0A524DM49,Found (pLDDT missing),
A0A524DM58,Found (pLDDT missing),
A0A524DM60,Found (pLDDT missing),
A0A524DM46,Found (pLDDT missing),
A0A524DM51,Found (pLDDT missing),
A0A524DM92,Found (pLDDT missing),
A0A524DM63,Found (pLDDT missing),
A0A524DM54,Found (pLDDT missing),
A0A524DM56,Found (pLDDT missing),
A0A524DM73,Found (pLDDT missing),
A0A524DM57,Found (pLDDT missing),
A0A524DM67,Found (pLDDT missing),
A0A524DM76,Found (pLDDT missing),
A0A524DM55,Found (pLDDT missing),
A0A524DM59,Found (pLDDT missing),
A0A524DMA7,Found (pLDDT missing),
A0A524DM61,Found (pLDDT missing),
A0A524DM62,Found (pLDDT missing),
A0A524DM74,Found (pLDDT missing),
A0A524DM65,Found (pLDDT missing),
A0A524DM81,Found (pLDDT missing),
A0A524DM89,Found (pLDDT missing),
A0A524DM64,Found (pLDDT missing),
A0A524DM71,Found (pLDDT missing),
A0A524DM82,Found (pLDDT missing),
A0A524DM68,Found (pLDDT missing),
A0A524DM85,Found (pLDDT missing),
A0A524DM72,Found (pLDDT missing),
A0A524DM88,Found (pLDDT missing),
A0A524DM96,Found (pLDDT missing),
A0A524DM83,Found (pLDDT missing),
A0A524DMC1,Found (pLDDT missing),
A0A524DM90,Found (pLDDT missing),
A0A524DM80,Found (pLDDT missing),
A0A524DM79,Found (pLDDT missing),
A0A524DM95,Found (pLDDT missing),
A0A524DM75,Found (pLDDT missing),
A0A524DM98,Found (pLDDT missing),
A0A524DMA6,Found (pLDDT missing),
A0A524F993,Found (pLDDT missing),
A0A524DM91,Found (pLDDT missing),
A0A524DMD2,Found (pLDDT missing),
A0A524DM99,Found (pLDDT missing),
A0A524DM86,Found (pLDDT missing),
A0A524DM94,Found (pLDDT missing),
A0A524DMA3,Found (pLDDT missing),
A0A524DM87,Found (pLDDT missing),
A0A524DMA5,Found (pLDDT missing),
A0A524DMB6,Found (pLDDT missing),
A0A524DMB2,Found (pLDDT missing),
A0A524DMA1,Found (pLDDT missing),
A0A524DME0,Found (pLDDT missing),
A0A524DMA4,Found (pLDDT missing),
A0A524DMA0,Found (pLDDT missing),
A0A524DM97,Found (pLDDT missing),
A0A524DMC4,Found (pLDDT missing),
A0A524DMC6,Found (pLDDT missing),
A0A524DMB9,Found (pLDDT missing),
A0A524DMB0,Found (pLDDT missing),
A0A524DME8,Found (pLDDT missing),
A0A524DMB5,Found (pLDDT missing),
A0A524DMB7,Found (pLDDT missing),
A0A524DMB8,Found (pLDDT missing),
A0A524DMA2,Found (pLDDT missing),
A0A524DMD7,Found (pLDDT missing),
A0A524DMD5,Found (pLDDT missing),
A0A524DMC9,Found (pLDDT missing),
A0A524DMC8,Found (pLDDT missing),
A0A524DMF9,Found (pLDDT missing),
A0A524DMC0,Found (pLDDT missing),
A0A524DMC5,Found (pLDDT missing),
A0A524DMC2,Found (pLDDT missing),
A0A524DMC7,Found (pLDDT missing),
A0A524DMB3,Found (pLDDT missing),
A0A524DME6,Found (pLDDT missing),
A0A524DME1,Found (pLDDT missing),
A0A524DME3,Found (pLDDT missing),
A0A524DMG9,Found (pLDDT missing),
A0A524DMD4,Found (pLDDT missing),
A0A524DMD0,Found (pLDDT missing),
A0A524DMD1,Found (pLDDT missing),
A0A524DMD6,Found (pLDDT missing),
A0A524DMC3,Found (pLDDT missing),
A0A524DMF7,Found (pLDDT missing),
A0A524DMF2,Found (pLDDT missing),
A0A524DMF0,Found (pLDDT missing),
A0A524DMF1,Found (pLDDT missing),
A0A524DMI2,Found (pLDDT missing),
A0A524DME2,Found (pLDDT missing),
A0A524DMD8,Found (pLDDT missing),
A0A524DMD9,Found (pLDDT missing),
A0A524DME7,Found (pLDDT missing),
A0A524DMD3,Found (pLDDT missing),
A0A524DMG4,Found (pLDDT missing),
A0A524DMG3,Found (pLDDT missing),
A0A524DMG2,Found (pLDDT missing),
A0A524DMG1,Found (pLDDT missing),
A0A524DMJ0,Found (pLDDT missing),
A0A524DMF3,Found (pLDDT missing),
A0A524DMF5,Found (pLDDT missing),
A0A524DME9,Found (pLDDT missing),
A0A524DMF4,Found (pLDDT missing),
A0A524DME4,Found (pLDDT missing),
A0A524DMH4,Found (pLDDT missing),
A0A524DMH1,Found (pLDDT missing),
A0A524DMH3,Found (pLDDT missing),
A0A524DMH2,Found (pLDDT missing),
A0A524DMJ9,Found (pLDDT missing),
A0A524DMG7,Found (pLDDT missing),
A0A524DMG0,Found (pLDDT missing),
A0A524DMG6,Found (pLDDT missing),
A0A524DMF8,Found (pLDDT missing),
A0A524DMH8,Found (pLDDT missing),
A0A524DMI1,Found (pLDDT missing),
A0A524DMH7,Found (pLDDT missing),
A0A524DMH6,Found (pLDDT missing),
A0A524DML2,Found (pLDDT missing),
A0A524DMH5,Found (pLDDT missing),
A0A524DMH0,Found (pLDDT missing),
A0A524DMI3,Found (pLDDT missing),
A0A524DMG8,Found (pLDDT missing),
A0A524DMG5,Found (pLDDT missing),
A0A524DMI0,Found (pLDDT missing),
A0A524DMJ3,Found (pLDDT missing),
A0A524DMH9,Found (pLDDT missing),
A0A524DMI6,Found (pLDDT missing),
A0A524DMM6,Found (pLDDT missing),
A0A524DMI9,Found (pLDDT missing),
A0A524DMJ2,Found (pLDDT missing),
A0A524DMI8,Found (pLDDT missing),
A0A524DMI4,Found (pLDDT missing),
A0A524DMI5,Found (pLDDT missing),
A0A524DMI7,Found (pLDDT missing),
A0A524DMK4,Found (pLDDT missing),
A0A524DMJ1,Found (pLDDT missing),
A0A524DMJ4,Found (pLDDT missing),
A0A524DMN3,Found (pLDDT missing),
A0A524DMJ5,Found (pLDDT missing),
A0A524DMJ8,Found (pLDDT missing),
A0A524DMK3,Found (pLDDT missing),
A0A524DMJ7,Found (pLDDT missing),
A0A524DMJ6,Found (pLDDT missing),
A0A524DMK9,Found (pLDDT missing),
A0A524DMK0,Found (pLDDT missing),
A0A524DMK5,Found (pLDDT missing),
A0A524DMP4,Found (pLDDT missing),
A0A524DMK1,Found (pLDDT missing),
A0A524DML0,Found (pLDDT missing),
A0A524DMK8,Found (pLDDT missing),
A0A524DML4,Found (pLDDT missing),
A0A524DMK6,Found (pLDDT missing),
A0A524DMK7,Found (pLDDT missing),
A0A524DMM5,Found (pLDDT missing),
A0A524DML1,Found (pLDDT missing),
A0A524DML3,Found (pLDDT missing),
A0A524DMM1,Found (pLDDT missing),
A0A524DML9,Found (pLDDT missing),
A0A524DML8,Found (pLDDT missing),
A0A524DMM0,Found (pLDDT missing),
A0A524DMM3,Found (pLDDT missing),
A0A524DMN4,Found (pLDDT missing),
A0A524DML6,Found (pLDDT missing),
A0A524DMR6,Found (pLDDT missing),
A0A524DML7,Found (pLDDT missing),
A0A524DMN1,Found (pLDDT missing),
A0A524DMM7,Found (pLDDT missing),
A0A524DMN0,Found (pLDDT missing),
A0A524DMN2,Found (pLDDT missing),
A0A524DMP2,Found (pLDDT missing),
A0A524DMM2,Found (pLDDT missing),
A0A524DMS9,Found (pLDDT missing),
A0A524DMM9,Found (pLDDT missing),
A0A524DMP5,Found (pLDDT missing),
A0A524DMN8,Found (pLDDT missing),
A0A524DMN9,Found (pLDDT missing),
A0A524DMQ5,Found (pLDDT missing),
A0A524DMQ1,Found (pLDDT missing),
A0A524DMP3,Found (pLDDT missing),
A0A524DMN5,Found (pLDDT missing),
A0A524DMT9,Found (pLDDT missing),
A0A524DMP0,Found (pLDDT missing),
A0A524DMP6,Found (pLDDT missing),
A0A524DMP7,Found (pLDDT missing),
A0A524DMP8,Found (pLDDT missing),
A0A524DMR1,Found (pLDDT missing),
A0A524DMR4,Found (pLDDT missing),
A0A524DMP1,Found (pLDDT missing),
A0A524DMV1,Found (pLDDT missing),
A0A524DMQ0,Found (pLDDT missing),
A0A524DMR8,Found (pLDDT missing),
A0A524DMQ6,Found (pLDDT missing),
A0A524DMR0,Found (pLDDT missing),
A0A524DMQ7,Found (pLDDT missing),
A0A524DMS1,Found (pLDDT missing),
A0A524DMS4,Found (pLDDT missing),
A0A524DMQ8,Found (pLDDT missing),
A0A524DMP9,Found (pLDDT missing),
A0A524DMV5,Found (pLDDT missing),
A0A524DMQ9,Found (pLDDT missing),
A0A524DMS3,Found (pLDDT missing),
A0A524DMR5,Found (pLDDT missing),
A0A524DMR9,Found (pLDDT missing),
A0A524DMR2,Found (pLDDT missing),
A0A524DMT0,Found (pLDDT missing),
A0A524DMU3,Found (pLDDT missing),
A0A524DMR7,Found (pLDDT missing),
A0A524DMR3,Found (pLDDT missing),
A0A524DMW5,Found (pLDDT missing),
A0A524DMS0,Found (pLDDT missing),
A0A524DMT2,Found (pLDDT missing),
A0A524DMS6,Found (pLDDT missing),
A0A524DMS7,Found (pLDDT missing),
A0A524DMS8,Found (pLDDT missing),
A0A524DMT6,Found (pLDDT missing),
A0A524DMV3,Found (pLDDT missing),
A0A524DMS2,Found (pLDDT missing),
A0A524DMX9,Found (pLDDT missing),
A0A524DMT3,Found (pLDDT missing),
A0A524DMU5,Found (pLDDT missing),
A0A524DMT7,Found (pLDDT missing),
A0A524DMT4,Found (pLDDT missing),
A0A524DMT5,Found (pLDDT missing),
